"","geometry","elevation","elev_units"
"2670",c(-108.7147222, 29.87111111),1753,"meters"
"2671",c(-108.7897222, 29.78805556),2015,"meters"
"2672",c(-108.72, 29.80916667),1810,"meters"
"2673",c(-110.38627, 31.0115),1872,"meters"
"2674",c(-108.78389, 29.78889),2015,"meters"
"2675",c(-108.68389, 29.76306),2035,"meters"
"2676",c(-108.72087, 29.87664),1753,"meters"
"2677",c(-108.71889, 29.82583),1810,"meters"
"2678",c(-110.22861, 30.83472),1535,"meters"
"2679",c(-110.10447, 30.60317),1341,"meters"
"2680",c(-109.89925, 31.02476),1670,"meters"
"2681",c(-107.64389, 27.73707),2409,"meters"
"2682",c(-110.075278, 30.563611),1300,"meters"
"2683",c(-110.37594, 30.99685),1872,"meters"
"2684",c(-110.56528, 31.10194),1557,"meters"
"2685",c(-108.97533, 28.35453),1725,"meters"
"2686",c(-110.5542, 31.1608),1571,"meters"
"2687",c(-110.55417, 31.16083),1571,"meters"
"2688",c(-108.988611, 31.301111),1485,"meters"
"2689",c(-100.2167, 24.8667),2500,"meters"
"2690",c(-110.855289, 30.933964),1031,"meters"
"2691",c(-110.39137, 29.83799),1364,"meters"
"2692",c(-108.89688, 30.09821),1817,"meters"
"2693",c(-108.85067, 30.13709),1778,"meters"
"2694",c(-108.90498, 30.17931),1379,"meters"
"2695",c(-110.39056, 29.83778),1364,"meters"
"2696",c(-110.40212, 29.85485),1220,"meters"
"2697",c(-110.40308, 29.8554),1267,"meters"
"2698",c(-110.39843, 29.8845),1220,"meters"
"2699",c(-110.39935, 29.88818),1220,"meters"
"2700",c(-110.39105, 29.87739),1220,"meters"
"2701",c(-110.38722, 29.8775),1220,"meters"
"2702",c(-110.42181, 29.8852),1267,"meters"
"2703",c(-110.40899, 29.89141),1267,"meters"
"2704",c(-110.3937, 29.84863),1220,"meters"
"2705",c(-110.56287, 31.13347),1634,"meters"
"2706",c(-110.55006, 31.1362),1634,"meters"
"2707",c(-110.5713, 31.1336),1474,"meters"
"2708",c(-110.05847, 31.06728),1521,"meters"
"2709",c(-107.617777, 26.973611),1914,"meters"
"2710",c(-105.165277, 24.782499),2588,"meters"
"2711",c(-104.993055, 23.917222),2450,"meters"
"2712",c(-108.9962141, 31.2749825),1485,"meters"
"2713",c(-102.56667, 29.05),2063,"meters"
"2714",c(-102.41667, 27.12861),1257,"meters"
"2715",c(-102.61667, 29.05),1992,"meters"
"2716",c(-107.95, 29.14583),2289,"meters"
"2717",c(-107.52222, 29.75889),1921,"meters"
"2718",c(-108.25, 30.08333),2065,"meters"
"2719",c(-102.3, 22.14),1925,"meters"
"2720",c(-107.1, 30.43333),1308,"meters"
"2721",c(-106.3, 29.28333),1509,"meters"
"2722",c(-108.35278, 28.41222),1944,"meters"
"2723",c(-108.88333, 29.725),1241,"meters"
"2724",c(-110.38691, 29.86017),1220,"meters"
"2725",c(-110.3884, 29.8692),1220,"meters"
"2726",c(-110.39641, 29.86632),1220,"meters"
"2727",c(-110.39379, 29.88587),1220,"meters"
"2728",c(-107.822222, 27.541667),2123,"meters"
"2729",c(-108.61667, 28.40194),1632,"meters"
"2730",c(-109.02861, 28.37389),1569,"meters"
"2731",c(-110.387222, 29.8775),1220,"meters"
"2732",c(-110.49417, 30.11111),1426,"meters"
"2733",c(-110.53056, 30.15361),1254,"meters"
"2734",c(-110.1952778, 30.95916667),1472,"meters"
"2735",c(-108.9990556, 31.28122222),1485,"meters"
"2736",c(-110.5414806, 30.80772222),1638,"meters"
"2737",c(-109.2238889, 30.60055556),1819,"meters"
"2738",c(-109.1713889, 30.55138889),1847,"meters"
"2739",c(-108.8951, 31.31029),1595,"meters"
"2740",c(-108.409722, 28.435777),1775,"meters"
"2741",c(-100.979161, 22.149825),1875,"meters"
"2742",c(-103.6884, 22.6811),2093,"meters"
"2743",c(-108.433333, 28.183333),1332,"meters"
"2744",c(-110.198611, 30.861944),1511,"meters"
"2745",c(-110.198, 30.844),1535,"meters"
"2746",c(-103.7725, 22.6753),2136,"meters"
"2747",c(-106.50054, 25.12601),2370,"meters"
"2748",c(-106.61868, 25.09028),1190,"meters"
"2749",c(-107.78151, 27.59712),2263,"meters"
"2750",c(-107.78048, 27.5963),2263,"meters"
"2751",c(-107.80984, 27.54012),2123,"meters"
"2752",c(-109.04314, 30.43624),1638,"meters"
"2753",c(-109.075833, 30.423333),1870,"meters"
"2754",c(-102.5, 28.9),1784,"meters"
"2755",c(-99.55, 23.6),1963,"meters"
"2756",c(-100.92, 28.72),334,"meters"
"2757",c(-100.917314, 25.355425),2269,"meters"
"2758",c(-100.418029, 25.55185),1236,"meters"
"2759",c(-100.274917, 24.575333),1961,"meters"
"2760",c(-100.117242, 25.36143),748,"meters"
"2761",c(-100.232561, 24.871483),2754,"meters"
"2762",c(-98.959444, 24.530833),571,"meters"
"2763",c(-99.279694, 23.720448),1297,"meters"
"2764",c(-99.206671, 23.595224),1066,"meters"
"2765",c(-99.275113, 23.71402),1297,"meters"
"2766",c(-99.211111, 23.590458),1066,"meters"
"2767",c(-99.28351, 23.721791),1297,"meters"
"2768",c(-99.203363, 23.614547),930,"meters"
"2769",c(-99.197422, 23.629435),930,"meters"
"2770",c(-100.83333, 27.01667),679,"meters"
"2771",c(-101.61667, 26.08333),1480,"meters"
"2772",c(-101.78333, 28.41667),745,"meters"
"2773",c(-99.56667, 25.41667),217,"meters"
"2774",c(-98.9, 24.71667),687,"meters"
"2775",c(-100.83, 28.42),350,"meters"
"2776",c(-101, 25.39444),1652,"meters"
"2777",c(-100.71083, 28.86139),263,"meters"
"2778",c(-100.75889, 28.84778),276,"meters"
"2779",c(-101.83889, 27.91806),1171,"meters"
"2780",c(-100.82639, 29.08278),308,"meters"
"2781",c(-101.49846, 27.77709),890,"meters"
"2782",c(-101.48222, 27.81528),649,"meters"
"2783",c(-100.289278, 24.576056),1961,"meters"
"2784",c(-99.248113, 23.71688),925,"meters"
"2785",c(-99.317777, 23.763222),1384,"meters"
"2786",c(-99.75, 25.583333),238,"meters"
"2787",c(-103.60198, 25.895156),1113,"meters"
"2788",c(-108.1411111, 29.19166667),2300,"meters"
"2789",c(-102.6417, 28.9806),1997,"meters"
"2790",c(-102.5592, 28.9071),1976,"meters"
"2791",c(-102.675, 29.0164),1614,"meters"
"2792",c(-99.708747, 23.586373),2362,"meters"
"2793",c(-99.737126, 23.464974),1992,"meters"
"2794",c(-102.75833, 29.2),1730,"meters"
"2795",c(-102.06667, 28.45833),1572,"meters"
"2796",c(-101.59056, 29.12306),821,"meters"
"2797",c(-102.12556, 29.025),1870,"meters"
"2798",c(-102.125, 29.025),1870,"meters"
"2799",c(-101.83056, 29.09722),1074,"meters"
"2800",c(-102.12583, 29.025),1870,"meters"
"2801",c(-102.75, 29.20833),1730,"meters"
"2802",c(-102.41667, 27.12861),1257,"meters"
"2803",c(-102.51667, 28.73333),1572,"meters"
"2804",c(-102.78333, 29.18333),1547,"meters"
"2805",c(-102.08333, 29.41667),995,"meters"
"2806",c(-102.8, 29.19167),1547,"meters"
"2807",c(-102.075, 28.46667),1277,"meters"
"2808",c(-102.045, 28.27806),1522,"meters"
"2809",c(-102.51667, 28.71667),1572,"meters"
"2810",c(-102.25, 28.66667),972,"meters"
"2811",c(-101.855, 28.31083),1017,"meters"
"2812",c(-102.40833, 27.6),1220,"meters"
"2813",c(-102.06667, 28.46667),1277,"meters"
"2814",c(-101.75306, 28.15111),603,"meters"
"2815",c(-102.0425, 28.28306),1522,"meters"
"2816",c(-102.07222, 28.47111),1277,"meters"
"2817",c(-98.961666, 24.527222),571,"meters"
"2818",c(-99.279694, 23.720448),1297,"meters"
"2819",c(-99.313063, 23.754892),1384,"meters"
"2820",c(-99.305716, 23.755548),1384,"meters"
"2821",c(-102.49583, 27.11306),2120,"meters"
"2822",c(-103.55472, 27.4325),1398,"meters"
"2823",c(-101.35167, 26.85417),819,"meters"
"2824",c(-102.125, 29.025),1870,"meters"
"2825",c(-102.075, 28.46667),1277,"meters"
"2826",c(-102.41667, 27.12861),1257,"meters"
"2827",c(-102.25, 28.66667),972,"meters"
"2828",c(-100.46667, 26.35),1103,"meters"
"2829",c(-102.59889, 29.1125),1580,"meters"
"2830",c(-100.25, 25.16667),2006,"meters"
"2831",c(-101.42361, 25.23472),2278,"meters"
"2832",c(-102.045, 28.27806),1522,"meters"
"2833",c(-100.83667, 27.08167),490,"meters"
"2834",c(-102.585, 28.96833),2270,"meters"
"2835",c(-115.63548, 31.10998),1389,"meters"
"2836",c(-116.767, 32),316,"meters"
"2837",c(-116.543119, 32.299509),462,"meters"
"2838",c(-116.65, 31.9833),292,"meters"
"2839",c(-115.717, 31.05),1087,"meters"
"2840",c(-116.091667, 31.9125),1194,"meters"
"2841",c(-115.49792, 31.01475),2490,"meters"
"2842",c(-116.516667, 32.216667),546,"meters"
"2843",c(-116.65, 31.9833333),292,"meters"
"2844",c(-116.766944, 32),316,"meters"
"2845",c(-116.65, 31.983333),292,"meters"
"2846",c(-116.766667, 32),316,"meters"
"2847",c(-115.583333, 30.966667),2020,"meters"
"2848",c(-115.583333, 30.833333),1257,"meters"
"2849",c(-116.233333, 32.416667),1119,"meters"
"2850",c(-116.333333, 32.433333),983,"meters"
"2851",c(-99.668463, 20.021991),2681,"meters"
"2852",c(-116.4732, 32.5652),873,"meters"
"2853",c(-101.005299, 25.423213),1547,"meters"
"2854",c(-100.589731, 22.132074),1944,"meters"
"2855",c(-116.875, 32.18333),152,"meters"
"2856",c(-116.59167, 31.96667),472,"meters"
"2857",c(-116.51667, 32.21667),546,"meters"
"2858",c(-116.4594, 31.7862),512,"meters"
"2859",c(-116.82856, 32.00169),133,"meters"
"2860",c(-115.73333, 31.0875),930,"meters"
"2861",c(-116.500055, 32.105722),561,"meters"
"2862",c(-116.095027, 31.910277),1194,"meters"
"2863",c(-109.05, 28.5),1520,"meters"
"2864",c(-108.8111111, 28.30666667),1735,"meters"
"2865",c(-109.0338889, 27.16611111),172,"meters"
"2866",c(-109.3397222, 28.46694444),952,"meters"
"2867",c(-108.66667, 27.16667),1382,"meters"
"2868",c(-108.9625, 27.00139),619,"meters"
"2869",c(-107.75972, 27.37222),1954,"meters"
"2870",c(-109.35139, 28.47333),952,"meters"
"2871",c(-109.33333, 28.5),952,"meters"
"2872",c(-109.18333, 28.41667),857,"meters"
"2873",c(-108.726361, 27.046944),820,"meters"
"2874",c(-108.6833, 26.98333),753,"meters"
"2875",c(-109.3333, 28.5),952,"meters"
"2876",c(-108.7283, 27.05),687,"meters"
"2877",c(-108.9767, 26.92167),786,"meters"
"2878",c(-108.2083, 28.16667),2027,"meters"
"2879",c(-108.95, 27.58333),656,"meters"
"2880",c(-108.6667, 27.16667),1382,"meters"
"2881",c(-108.975, 26.98889),815,"meters"
"2882",c(-108.9417, 28.95833),1409,"meters"
"2883",c(-109.3397, 28.46694),952,"meters"
"2884",c(-109.0833, 28.36667),1254,"meters"
"2885",c(-109.12972, 29.33278),966,"meters"
"2886",c(-109.9, 28.403),335,"meters"
"2887",c(-108.281371, 27.371892),1602,"meters"
"2888",c(-108.95, 27.5917),565,"meters"
"2889",c(-109.397, 28.4694),760,"meters"
"2890",c(-109.018855, 27.173098),183,"meters"
"2891",c(-109.10917, 29.32667),966,"meters"
"2892",c(-109.09917, 29.31806),898,"meters"
"2893",c(-109.11806, 29.38528),904,"meters"
"2894",c(-108.696111, 27.581389),1336,"meters"
"2895",c(-109.2, 28.4),740,"meters"
"2896",c(-109.4, 28),541,"meters"
"2897",c(-108.7, 27.2),1189,"meters"
"2898",c(-108.9, 28.6),1577,"meters"
"2899",c(-109.1, 28.7),870,"meters"
"2900",c(-109.63, 38.55),1338,"meters"
"2901",c(-109.07, 28.47),1250,"meters"
"2902",c(-108.52, 28.03),970,"meters"
"2903",c(-108.4861, 28.1667),982,"meters"
"2904",c(-108.28, 28.1),1952,"meters"
"2905",c(-108.45, 28.18),1332,"meters"
"2906",c(-109.17, 28.5),907,"meters"
"2907",c(-109.92, 23.63),1007,"meters"
"2908",c(-109.92, 23.6),1242,"meters"
"2909",c(-109.08, 28.37),1254,"meters"
"2910",c(-109.3397, 28.4669),952,"meters"
"2911",c(-109.129722, 29.332778),966,"meters"
"2912",c(-108.53775, 27.13638889),1015,"meters"
"2913",c(-107.5338889, 26.17666667),1521,"meters"
"2914",c(-108.4341667, 27.09527778),998,"meters"
"2915",c(-107.8358333, 27.29944444),1395,"meters"
"2916",c(-108.2144444, 27.78361111),1515,"meters"
"2917",c(-109.2821944, 28.64444444),1194,"meters"
"2918",c(-108.933333, 28.966667),1357,"meters"
"2919",c(-109.940333, 23.640333),1007,"meters"
"2920",c(-109.916667, 23.6),1242,"meters"
"2921",c(-109.917, 23.63333),1007,"meters"
"2922",c(-109.209793, 28.436233),808,"meters"
"2923",c(-109.025498, 28.331499),1790,"meters"
"2924",c(-109.93442, 23.68403),855,"meters"
"2925",c(-109.941647, 23.683938),855,"meters"
"2926",c(-107.014, 24.358),248,"meters"
"2927",c(-106.967, 24.883),235,"meters"
"2928",c(-108.37223, 27.38403),1119,"meters"
"2929",c(-109.119383, 29.333967),966,"meters"
"2930",c(-109.183333, 28.416667),857,"meters"
"2931",c(-109.3333333333, 28.5),952,"meters"
"2932",c(-109.1602778, 28.49527778),907,"meters"
"2933",c(-107.633055, 25.989722),1217,"meters"
"2934",c(-105.755277, 23.534999),1366,"meters"
"2935",c(-109.337499, 28.470555),952,"meters"
"2936",c(-109.33972, 28.46694),952,"meters"
"2937",c(-109.16667, 28.5),907,"meters"
"2938",c(-108.48611, 28.16667),982,"meters"
"2939",c(-109.15889, 28.40306),857,"meters"
"2940",c(-109.14167, 28.4),962,"meters"
"2941",c(-109.1269, 28.41333),962,"meters"
"2942",c(-109.02, 28.62167),1085,"meters"
"2943",c(-109.220917, 28.435556),808,"meters"
"2944",c(-109.23333, 28.4),718,"meters"
"2945",c(-109.03333, 28.33333),1790,"meters"
"2946",c(-109.5, 28.33889),280,"meters"
"2947",c(-109.9416, 23.6839),855,"meters"
"2948",c(-19.91667, 23.6),-3829,"meters"
"2949",c(-109.94033, 23.68453),855,"meters"
"2950",c(-108.6812839, 26.9742445),753,"meters"
"2951",c(-109.338916, 28.468499),952,"meters"
"2952",c(-108.546952, 27.355833),773,"meters"
"2953",c(-108.691772, 26.960729),658,"meters"
"2954",c(-109.019098, 28.614115),1336,"meters"
"2955",c(-109.948, 23.68722),844,"meters"
"2956",c(-109.8641, 23.4106),1108,"meters"
"2957",c(-109.3397222, 28.46694444),952,"meters"
"2958",c(-109.948982, 23.68804),711,"meters"
"2959",c(-109.958337, 23.762968),507,"meters"
"2960",c(-107.75798, 27.53669),1712,"meters"
"2961",c(-107.76105, 27.53658),1712,"meters"
"2962",c(-109.2372222, 29.93833333),794,"meters"
"2963",c(-108.7166667, 26.84583333),478,"meters"
"2964",c(-110.0061111, 29.57416667),1023,"meters"
"2965",c(-108.5583333, 28.4),1620,"meters"
"2966",c(-108.7666667, 28.38333333),1404,"meters"
"2967",c(-109.1666667, 29.96666667),1118,"meters"
"2968",c(-108.8916667, 29.53333333),1069,"meters"
"2969",c(-110.2283333, 30.38222222),1028,"meters"
"2970",c(-108.96667, 26.99167),815,"meters"
"2971",c(-108.5, 28.5),1746,"meters"
"2972",c(-108.55917, 28.4),1634,"meters"
"2973",c(-110.23778, 29.47),531,"meters"
"2974",c(-106.22083, 26.875),1812,"meters"
"2975",c(-105.48806, 26.44694),1803,"meters"
"2976",c(-108.06361, 26.70639),1105,"meters"
"2977",c(-108.9625, 27.00139),619,"meters"
"2978",c(-108.7292, 26.84583),431,"meters"
"2979",c(-108.95, 27.58333),656,"meters"
"2980",c(-109.2167, 29.93333),1001,"meters"
"2981",c(-109.2167, 30.6),1819,"meters"
"2982",c(-109.5167, 28.05),454,"meters"
"2983",c(-109.55, 28.11667),461,"meters"
"2984",c(-108.6667, 28.28333),1495,"meters"
"2985",c(-108.4583, 27.89167),1190,"meters"
"2986",c(-108.975, 26.99167),815,"meters"
"2987",c(-108.7, 27.3),1168,"meters"
"2988",c(-108.705, 27.11333),1213,"meters"
"2989",c(-108.9556, 26.98472),815,"meters"
"2990",c(-108.5167, 28.15),982,"meters"
"2991",c(-108.8417, 26.92917),318,"meters"
"2992",c(-109.3417, 28.45833),891,"meters"
"2993",c(-109.2372, 29.93833),794,"meters"
"2994",c(-108.9764, 28.36667),1725,"meters"
"2995",c(-109.3397, 28.13889),430,"meters"
"2996",c(-108.6056, 28.425),1570,"meters"
"2997",c(-108.6431, 28.39167),1595,"meters"
"2998",c(-108.7667, 28.38333),1404,"meters"
"2999",c(-108.6931, 26.85833),478,"meters"
"3000",c(-105.1358, 26.14806),2044,"meters"
"3001",c(-108.5583, 28.4),1620,"meters"
"3002",c(-108.5417, 28.44167),1588,"meters"
"3003",c(-110.0769, 30.39972),1009,"meters"
"3004",c(-108.7875, 28.4),1366,"meters"
"3005",c(-109.12972, 29.33278),966,"meters"
"3006",c(-109.07111, 29.32194),898,"meters"
"3007",c(-109.19639, 29.48861),667,"meters"
"3008",c(-109.10194, 29.3225),898,"meters"
"3009",c(-109.04472, 29.76028),1081,"meters"
"3010",c(-109.4586, 29.8958),1318,"meters"
"3011",c(-110.31056, 30.3425),1253,"meters"
"3012",c(-109.26833, 30.61167),1376,"meters"
"3013",c(-105.933, 28.55),1518,"meters"
"3014",c(-107.533333, 27.616667),2375,"meters"
"3015",c(-107.743268, 27.025457),1104,"meters"
"3016",c(-109.337085485458, 28.4642301127871),891,"meters"
"3017",c(-109, 28.4583),1664,"meters"
"3018",c(-109.064, 28.3667),1254,"meters"
"3019",c(-110.168745, 30.333763),885,"meters"
"3020",c(-100.533333, 21.9),2054,"meters"
"3021",c(-109.075, 27.0139),442,"meters"
"3022",c(-109.265833, 30.6325),1376,"meters"
"3023",c(-109.57111, 29.98),1452,"meters"
"3024",c(-109.45778, 29.89583),1318,"meters"
"3025",c(-108.883333, 29.725),1241,"meters"
"3026",c(-110.213889, 29.1),942,"meters"
"3027",c(-109.10917, 29.32667),966,"meters"
"3028",c(-109.13111, 29.36917),904,"meters"
"3029",c(-109.09917, 29.31806),898,"meters"
"3030",c(-109.11806, 29.38528),904,"meters"
"3031",c(-109.241191, 29.45982),617,"meters"
"3032",c(-109.09472, 29.37583),819,"meters"
"3033",c(-109.15639, 29.30917),953,"meters"
"3034",c(-110.30694, 30.34194),1253,"meters"
"3035",c(-110.35889, 30.33389),1390,"meters"
"3036",c(-110.325, 30.3525),1403,"meters"
"3037",c(-110.30833, 30.34167),1253,"meters"
"3038",c(-110.38056, 30.32944),1491,"meters"
"3039",c(-109.13111, 29.97389),1278,"meters"
"3040",c(-109.04083, 29.79639),1260,"meters"
"3041",c(-109.00333, 29.83694),1816,"meters"
"3042",c(-107.5, 29.66667),1883,"meters"
"3043",c(-109.05, 29.79583),1260,"meters"
"3044",c(-100.543611, 21.925556),2054,"meters"
"3045",c(-108.696111, 27.581389),1336,"meters"
"3046",c(-110.308333, 30.341667),1253,"meters"
"3047",c(-110.380556, 30.329167),1491,"meters"
"3048",c(-109.02722, 29.81),1522,"meters"
"3049",c(-109.03333, 29.80417),1260,"meters"
"3050",c(-109.01889, 29.81444),1816,"meters"
"3051",c(-110.32408, 30.35254),1403,"meters"
"3052",c(-109.2, 28.4),740,"meters"
"3053",c(-109.1, 28.6),812,"meters"
"3054",c(-110.3, 29.5),564,"meters"
"3055",c(-108.7, 27.2),1189,"meters"
"3056",c(-109, 28.8),1441,"meters"
"3057",c(-109.2, 29.9),1142,"meters"
"3058",c(-109.1, 30),1291,"meters"
"3059",c(-109.5, 28.9),1115,"meters"
"3060",c(-109.8, 29.8),990,"meters"
"3061",c(-109.4, 28),541,"meters"
"3062",c(-109.7, 28.6),949,"meters"
"3063",c(-109.9, 29.2),968,"meters"
"3064",c(-109.8, 29.2),654,"meters"
"3065",c(-106.073148, 28.670606),1455,"meters"
"3066",c(-109.23667, 29.93889),794,"meters"
"3067",c(-109.55556, 29.83917),910,"meters"
"3068",c(-109.03194, 29.80889),1522,"meters"
"3069",c(-108.97583, 28.36583),1725,"meters"
"3070",c(-109.93837, 29.64206),1039,"meters"
"3071",c(-108.6431, 28.3917),1595,"meters"
"3072",c(-104.7437, 22.68),2122,"meters"
"3073",c(-108.67, 28.28),1495,"meters"
"3074",c(-106.25, 26.88),1812,"meters"
"3075",c(-108.93, 28.37),1614,"meters"
"3076",c(-108.6464, 28.3672),1546,"meters"
"3077",c(-106.15, 26.87),2048,"meters"
"3078",c(-108.52, 29.03),1623,"meters"
"3079",c(-106.75, 28.4),2031,"meters"
"3080",c(-109.03, 29.75),1081,"meters"
"3081",c(-108.03, 27.32),1776,"meters"
"3082",c(-109.03, 27.32),375,"meters"
"3083",c(-108.28, 28.12),1952,"meters"
"3084",c(-104.7, 23.93),2003,"meters"
"3085",c(-103.3583, 21.9833),1674,"meters"
"3086",c(-106.25, 28.72),1817,"meters"
"3087",c(-108.76, 27.07),687,"meters"
"3088",c(-109.17, 28.5),907,"meters"
"3089",c(-108.88, 29.53),1069,"meters"
"3090",c(-108.77, 28.38),1394,"meters"
"3091",c(-109.23733, 29.93839),794,"meters"
"3092",c(-108.95, 27.592),565,"meters"
"3093",c(-109.78, 29.77),990,"meters"
"3094",c(-109.0083, 29.8167),1816,"meters"
"3095",c(-109.98, 30.5),1036,"meters"
"3096",c(-108.83, 28.35),1620,"meters"
"3097",c(-108.28, 28.1),1952,"meters"
"3098",c(-108.94, 28.3758),1725,"meters"
"3099",c(-108.8983, 28.375),1614,"meters"
"3100",c(-110.2453, 29.0981),634,"meters"
"3101",c(-108.9764, 28.3667),1725,"meters"
"3102",c(-109.63, 28.57),443,"meters"
"3103",c(-108.542, 28.442),1588,"meters"
"3104",c(-109.0389, 29.3236),879,"meters"
"3105",c(-108.9583, 28.3708),1725,"meters"
"3106",c(-104.74828, 23.9868),2136,"meters"
"3107",c(-108.31731, 29.20764),1660,"meters"
"3108",c(-110.2139, 29.1),942,"meters"
"3109",c(-110.3058, 30.3397),1253,"meters"
"3110",c(-109.0447, 29.7603),1081,"meters"
"3111",c(-110.6869, 30.3383),948,"meters"
"3112",c(-109.8786, 29.7019),1049,"meters"
"3113",c(-109.1964, 29.4886),667,"meters"
"3114",c(-109.55556, 29.83472),910,"meters"
"3115",c(-109.95528, 29.09333),757,"meters"
"3116",c(-108.95, 27.591667),565,"meters"
"3117",c(-110.686944, 30.338333),948,"meters"
"3118",c(-109.454444, 30.381389),1027,"meters"
"3119",c(-109.196389, 29.488611),667,"meters"
"3120",c(-109.03167, 29.80917),1522,"meters"
"3121",c(-109.06472, 28.37111),1254,"meters"
"3122",c(-105.4686, 25.8494),1766,"meters"
"3123",c(-110.17417, 29.12972),1081,"meters"
"3124",c(-110.17694, 29.08833),1069,"meters"
"3125",c(-110.2065, 29.0932),972,"meters"
"3126",c(-110.1755, 29.0962),1081,"meters"
"3127",c(-110.19444, 29.13389),942,"meters"
"3128",c(-110.16667, 29.14222),778,"meters"
"3129",c(-108.7195, 29.8173),1810,"meters"
"3130",c(-110.1892, 29.0924),1069,"meters"
"3131",c(-110.2032, 29.103),942,"meters"
"3132",c(-109.00955, 29.82044),1816,"meters"
"3133",c(-106.4508333, 26.84558333),1869,"meters"
"3134",c(-107.5338889, 26.17666667),1521,"meters"
"3135",c(-105.8027778, 27.13416667),1680,"meters"
"3136",c(-108.5147222, 28.67694444),1572,"meters"
"3137",c(-107.8983333, 28.65527778),1800,"meters"
"3138",c(-108.0027778, 28.69666667),1868,"meters"
"3139",c(-108.41, 28.63583333),1685,"meters"
"3140",c(-110.3240833, 30.35252778),1403,"meters"
"3141",c(-110.3587222, 30.33388889),1390,"meters"
"3142",c(-110.355, 30.12944444),1026,"meters"
"3143",c(-110.3068611, 30.34185),1253,"meters"
"3144",c(-110.0011111, 29.46972222),937,"meters"
"3145",c(-110.2768889, 29.69133333),1037,"meters"
"3146",c(-110.2771111, 29.68111111),1079,"meters"
"3147",c(-110.6869444, 30.33833333),948,"meters"
"3148",c(-109.7561667, 29.70805556),1140,"meters"
