,Cleaned_NAMES-USE-THIS,Determination_HIST_PIPED,code,fastQ.file.name,Specimen.CODE,singleTip,subgenus,section,clade,lociRetained-2018-07,collectionDate,collectors,CollNum,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,site,livingCollectionsNumber,OrigSourceInfo,Original.Source-.Cultivated,latitude_georef,longitude_georef,voucher1,MOR_Acc_Num,SRA_bioproject_accession,SRA_biosample_accession,SRA_library_ID,SRA_filename,SRA_Run_Accession_RADseq,SRA_Publication,SRA_SEQUENCES.USED.IN,tip
OAKMOR204,Quercus alba,Quercus alba,OAKMOR204,OAK-MOR-204.fq.barcodeStripped,QUE000596,FALSE,subg. Quercus,Quercus,Albae,2854,41072,"Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis",IL-SH-162,GPS,USA,,,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: B; Lot#: 1",1992-022,"SHF spont.; Petersburg, IL, USA",F,39.9347718,-89.8016103,The Morton Arboretum (MOR),175336,PRJNA376740,SAMN06446144,OAK-MOR-204,OAK-MOR-204.fq.barcodeStripped.fq.gz,SRR5284373,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_alba|USA|NA|IL-SH-162|QUE000596
OAKMOR510,Quercus arkansana,Quercus arkansana,OAKMOR510,OAK-MOR-510,QUE000600,TRUE,subg. Quercus,Lobatae,Laurifoliae,7876,41072,"Bethany Hayward Brown, Marcial Escudero, & Alana McKean",IL-SH-166,"Google Earth to Sarepta, Louisiana",USA,LA,,Sarepta,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OB; Lot#: 1",2000-018,Bodcaw Ck.; Sarepta; LA; USA,F,32.892918,-93.448506,The Morton Arboretum (MOR),175251,PRJNA376740,SAMN07140872,OAK-MOR-510,OAK-MOR-510.fq.gz,SRR5632383,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_arkansana|USA|LA|IL-SH-166|QUE000600
OAKMOR199,Quercus pontica,Quercus pontica,OAKMOR199,OAK-MOR-199,QUE000601,TRUE,subg. Quercus,Ponticae,,4777,41072,"Bethany Hayward Brown, Marcial Escudero, & Alana McKean",IL-SH-167,"Google earth to Artvin, Turkey",Turkey,,,Artvin,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OB; Lot#: 2",2011-002,"Hayrettin Karaca; Artvin, Turkey",F,41.18277,41.81829,The Morton Arboretum (MOR),176071 (photo voucher),PRJNA376740,SAMN07140813,OAK-MOR-199,OAK-MOR-199.fq.gz,SRR5632394,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_pontica|Turkey|NA|IL-SH-167|QUE000601
OAKMOR438,Quercus laceyi,Quercus laceyi,OAKMOR438,OAK-MOR-438,QUE000604,FALSE,subg. Quercus,Quercus,Stellatae,3260,41072,"Bethany Hayward Brown, Marcial Escudero, & Alana McKean",IL-SH-170,"Google earth to Edwards Co., TX",USA,TX,Edwards,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OB; Lot#: 1",2002-030,Edwards Co.;  TX; Edwards Co.; USA,F,29.93806,-100.39145,The Morton Arboretum (MOR),175253,PRJNA376740,SAMN07140852,OAK-MOR-438,OAK-MOR-438.fq.gz,SRR5632430,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_laceyi|USA|TX|IL-SH-170|QUE000604
OAKMOR521,Quercus robur ssp. pedunculiflora,Quercus pedunculiflora|Quercus robur subsp. pedunculiflora,OAKMOR521,OAK-MOR-521,QUE000609,FALSE,subg. Quercus,Quercus,Roburoids,5034,41072,Bethany Hayward Brown & Marcial Escudero & Alana McKean,IL-SH-175,"Google Earth of Branesti, Romania",Romania,,,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOB; Lot#: 2",2003-042,"Branesti, Romania",F,44.455392,26.357049,The Morton Arboretum (MOR),175399,PRJNA376740,SAMN07140876,OAK-MOR-521,OAK-MOR-521.fq.gz,SRR5632600,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_robur_ssp._pedunculiflora|Romania|NA|IL-SH-175|QUE000609
OAKMOR191,Quercus libani,Quercus libani ,OAKMOR191,OAK-MOR-191,QUE000610,FALSE,subg. Cerris,Cerris,West Eurasian Cerris,9255,41072,Bethany Hayward Brown & Marcial Escudero & Alana McKean,IL-SH-176,NA- CULTIVATED,cultivated,,,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOB; Lot#: 1",2005-061,"Hillier's Arb., England, Cultivated",T,,,The Morton Arboretum (MOR),175352,PRJNA376740,SAMN07140812,OAK-MOR-191,OAK-MOR-191.fq.gz,SRR5632444,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_libani|cultivated|NA|IL-SH-176|QUE000610
OAKMOR189,Quercus laceyi,Quercus laceyi ,OAKMOR189,OAK-MOR-189,QUE000611,TRUE,subg. Quercus,Quercus,Stellatae,4459,41072,Bethany Hayward Brown & Marcial Escudero & Alana McKean,IL-SH-177,,USA,,,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOA; Lot#: 5",2011-073,David Richardson ; USA [listed as wild collected seed in SHF database],F,,,The Morton Arboretum (MOR),175332,PRJNA376740,SAMN07140811,OAK-MOR-189,OAK-MOR-189.fq.gz,SRR5632537,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_laceyi|USA|NA|IL-SH-177|QUE000611
OAKMOR544,Quercus boyntonii,Quercus boyntonii,OAKMOR544,OAK-MOR-544,QUE000613,TRUE,subg. Quercus,Quercus,Stellatae,5804,41072,Bethany Hayward Brown & Marcial Escudero & Alana McKean,IL-SH-179,"Google Earth; Gadsden, AL",USA,AL,,Gadsden,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOA; Lot#: 1",2005-050,"Gadsden, AL, USA ",F,34.014264,-86.00664,The Morton Arboretum (MOR),175334,PRJNA376740,SAMN07140885,OAK-MOR-544,OAK-MOR-544.fq.gz,SRR5632516,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_boyntonii|USA|AL|IL-SH-179|QUE000613
OAKMOR487,Quercus macrocarpa,Quercus macrocarpa,OAKMOR487,OAK-MOR-487.fq.barcodeStripped,QUE000617,FALSE,subg. Quercus,Quercus,Prinoids,5378,41073,"Marlene Hahn, Breane Budaitis",IL-SH-183,"Google earth to Ramsey Co, North Dakota.",USA,ND,Ramsey,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: FFF; Lot#: 68",2005-063,Ramsey Co.; ND; Ramsey Co.; USA,F,48.307602,-98.728719,The Morton Arboretum (MOR),175311,PRJNA376740,SAMN07140862,OAK-MOR-487,OAK-MOR-487.fq.barcodeStripped.fq.gz,SRR5632360,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_macrocarpa|USA|ND|IL-SH-183|QUE000617
OAKMOR289,Quercus bicolor,Quercus bicolor,OAKMOR289,OAK-MOR-289.fq.barcodeStripped,QUE000618,FALSE,subg. Quercus,Quercus,Prinoids,5054,41073,"Marlene Hahn, Breane Budaitis",IL-SH-184,"Google earth to ~center of Johnson Co, Kansas",USA,KS,Johnson,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: FFF; Lot#: 3",2000-019,"Johnson Co., KS,  USA",F,38.89313,-94.832186,The Morton Arboretum (MOR),175338,PRJNA376740,SAMN06446149,OAK-MOR-289,OAK-MOR-289.fq.barcodeStripped.fq.gz,SRR5284368,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_bicolor|USA|KS|IL-SH-184|QUE000618
OAKMOR672,Quercus macrocarpa,Quercus macrocarpa,OAKMOR672,OAK-MOR-672.fq.barcodeStripped,QUE000620,FALSE,subg. Quercus,Quercus,Prinoids,5501,41073,"Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis",IL-SH-186,GEOLocate Web App.,USA,NM,,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: FFF; Lot#: 57",2003-037,"Capitan Mts., New Mexico",F,33.60667,-105.36306,The Morton Arboretum (MOR),175314,PRJNA376740,SAMN06446164,OAK-MOR-672,OAK-MOR-672.fq.barcodeStripped.fq.gz,SRR5284353,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_macrocarpa|USA|NM|IL-SH-186|QUE000620
OAKMOR615,Quercus macrocarpa,Quercus macrocarpa,OAKMOR615,OAK-MOR-615.fq.barcodeStripped,QUE000622,FALSE,subg. Quercus,Quercus,Prinoids,5065,41073,"Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis",IL-SH-188,"Google earth to ~center of Custer Co., OK",USA,OK,Custer,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: FFF; Lot#: 44",,Custer Co. OK,F,35.623899,-99.008733,The Morton Arboretum (MOR),175313,PRJNA376740,SAMN07140894,OAK-MOR-615,OAK-MOR-615.fq.barcodeStripped.fq.gz,SRR5632543,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_macrocarpa|USA|OK|IL-SH-188|QUE000622
OAKMOR673,Quercus macrocarpa,Quercus macrocarpa,OAKMOR673,OAK-MOR-673.fq.barcodeStripped,QUE000624,FALSE,subg. Quercus,Quercus,Prinoids,3024,41073,"Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis",IL-SH-190,"Google earth to Montreal, Quebec",Canada,Qubec,,Montreal,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: FFF; Lot#: 45",1997-040 or 2002-036 [uncertain],"Montreal, Qubec",,45.503918,-73.55454,The Morton Arboretum (MOR),175524,PRJNA376740,SAMN06446163,OAK-MOR-673,OAK-MOR-673.fq.barcodeStripped.fq.gz,SRR5284354,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_macrocarpa|Canada|Qubec|IL-SH-190|QUE000624
OAKMOR435,Quercus acerifolia,Quercus acerifolia,OAKMOR435,OAK-MOR-435,QUE000635,TRUE,subg. Quercus,Lobatae,Rubrae,4445,41071,"Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis",IL-SH-22,website /geoHack for Sebastian Co,USA,AR,Sebastian,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: CCC; Lot#: 1",2001-026,"Sebastian Co., AR, USA",F,35.594167,-94.258056,The Morton Arboretum (MOR),175315,PRJNA376740,SAMN07140851,OAK-MOR-435,OAK-MOR-435.fq.gz,SRR5632496,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hauser et al. 2017. AJB (Agrifoliae); Hipp et al., 2019 (Oaks of the World)",Quercus_acerifolia|USA|AR|IL-SH-22|QUE000635
OAKMOR436,Quercus boyntonii,Quercus boyntonii,OAKMOR436,OAK-MOR-436,QUE000637,FALSE,subg. Quercus,Quercus,Stellatae,4095,41072,"Marlene Hahn, Bethany Hayward Brown, Breane Budaitis, Andrew Hipp",IL-SH-24,"Google Earth; Gadsden, AL",USA,AL,Gadsden,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: EEE; Lot#: 3", 2012-008,"Gadsden, AL, USA, Ron Lance, acquisition year 1999, planted Starhill 2012",F,34.014264,-86.00664,The Morton Arboretum (MOR),175278,PRJNA376740,SAMN06446150,OAK-MOR-436,OAK-MOR-436.fq.gz,SRR5284367,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_boyntonii|USA|AL|IL-SH-24|QUE000637
OAKMOR249,Quercus macrocarpa,Quercus macrocarpa,OAKMOR249,OAK-MOR-249.fq.barcodeStripped,QUE000640,FALSE,subg. Quercus,Quercus,Prinoids,5529,41072,"Marlene Hahn, Breane Budaitis",IL-SH-27,google map to Beall Woods state park,USA,IL,Wabash,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: AA; Lot#: 3",1985-022,Beall Woods SP;  IL; Wabash Co.; USA,F,38.350733,-87.822595,The Morton Arboretum (MOR),175283,PRJNA376740,SAMN07140818,OAK-MOR-249,OAK-MOR-249.fq.barcodeStripped.fq.gz,SRR5632612,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_macrocarpa|USA|IL|IL-SH-27|QUE000640
OAKMOR500,Quercus texana,Quercus nuttallii var. cachensis|Quercus texana,OAKMOR500,OAK-MOR-500,QUE000641,TRUE,subg. Quercus,Lobatae,Palustres,6190,41072,"Marlene Hahn, Breane Budaitis",IL-SH-28,"google maps of Olive Branch, IL",USA,IL,Alexander,Olive Branch,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: AA; Lot#: 1",1981-030,"Horeshoe Lake; Olive Branch, IL, USA",F,37.169414,-89.351642,The Morton Arboretum (MOR),175241,PRJNA376740,SAMN07140868,OAK-MOR-500,OAK-MOR-500.fq.gz,SRR5632384,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_texana|USA|IL|IL-SH-28|QUE000641
OAKMOR245,Quercus lyrata,Quercus lyrata,OAKMOR245,OAK-MOR-245.fq.barcodeStripped,QUE000644,FALSE,subg. Quercus,Quercus,Prinoids,5203,41072,"Marlene Hahn, Breane Budaitis",IL-SH-31,"Google maps to center of grand tower, IL",USA,IL,Jackson,grand tower,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: AA; Lot#: 3",1988-012,Grand Tower; Grand Tower; IL; USA,F,37.637165,-89.496996,The Morton Arboretum (MOR),175357,PRJNA376740,SAMN07140817,OAK-MOR-245,OAK-MOR-245.fq.barcodeStripped.fq.gz,SRR5632442,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_lyrata|USA|IL|IL-SH-31|QUE000644
OAKMOR222,Quercus mohriana,Quercus mohriana,OAKMOR222,OAK-MOR-222,QUE000649,TRUE,subg. Quercus,Quercus,Texas white oaks,5255,41072,"Marlene Hahn, Bethany Hayward Brown, Marcial Escudero, Breane Budaitis",IL-SH-36,"Google Earth to Terrell Co., Tx",USA,TX,Turrell,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: BB; Lot#: 1",2002-042,"Turrell Co., TX, USA",F,30.23361,-102.178456,The Morton Arboretum (MOR),175276,PRJNA376740,SAMN07140815,OAK-MOR-222,OAK-MOR-222.fq.gz,SRR5632443,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_mohriana|USA|TX|IL-SH-36|QUE000649
OAKMOR496,Quercus pubescens,Quercus pubescens,OAKMOR496,OAK-MOR-496,QUE000654,FALSE,subg. Quercus,Quercus,Roburoids,4973,41072,"Marlene Hahn, Breane Budaitis,Alana McKean",IL-SH-41,"Google Earth~100 km of Marseille, France. + google search for Lure Mountains ",France,,,Marseille,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OB; Lot#: 3",2003-047,"Lure Mtn. N Slope; 100 K N. of Marseille, France",F,44.117383,5.773676,The Morton Arboretum (MOR),175275,PRJNA376740,SAMN07140867,OAK-MOR-496,OAK-MOR-496.fq.gz,SRR5632594,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_pubescens|France|NA|IL-SH-41|QUE000654
OAKMOR486,Quercus macranthera ssp. syspirensis,Quercus macranthera subsp. syspirensis,OAKMOR486,OAK-MOR-486,QUE000657,FALSE,subg. Quercus,Quercus,Roburoids,3345,41072,"Marlene Hahn, Breane Budaitis, & Alana McKean",IL-SH-44,GPS,Turkey,Erzurum,Kaspinar,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOB; Lot#: 1",2005-062,"Erzerum, Askale, Kaspinar; Turkey; 1950m;  40-46-45N/40-44-32E",F,40.779166,40.74222,The Morton Arboretum (MOR),,PRJNA376740,SAMN07140861,OAK-MOR-486,OAK-MOR-486.fq.gz,SRR5632595,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_macranthera_ssp._syspirensis|Turkey|Erzurum|IL-SH-44|QUE000657
OAKMOR346,Quercus dalechampii,Quercus dalechampii,OAKMOR346,OAK-MOR-346,QUE000658,TRUE,subg. Quercus,Quercus,Roburoids,4398,41072,"Marlene Hahn, Breane Budaitis, & Alana McKean",IL-SH-45,"Google Earth to Tokaj, Hungary",Hungary,Tokaj,,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOB; Lot#: 1",2006-049,"Zemplen Mts.; Tokaj, Hungary",F,48.129866,21.38759,The Morton Arboretum (MOR),175227,PRJNA376740,SAMN07140823,OAK-MOR-346,OAK-MOR-346.fq.gz,SRR5632542,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_dalechampii|Hungary|Tokaj|IL-SH-45|QUE000658
OAKMOR511,Quercus austrina,Quercus austrina,OAKMOR511,OAK-MOR-511,QUE000661,TRUE,subg. Quercus,Quercus,Stellatae,6493,41072,"Marlene Hahn, Breane Budaitis,& Alana McKean",IL-SH-48,Google earth,USA,GA,Early,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOA; Lot#: 1","2005-048 (based upon map gps, but could be 2005-049)","Kolomoki Mounds SP;  GA, Early Co., USA",F,31.468422,-84.938351,The Morton Arboretum (MOR),175342,PRJNA376740,SAMN07140873,OAK-MOR-511,OAK-MOR-511.fq.gz,SRR5632355,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_austrina|USA|GA|IL-SH-48|QUE000661
OAKMOR221,Quercus margarettae,Quercus margaretta,OAKMOR221,OAK-MOR-221.fq.barcodeStripped,QUE000662,FALSE,subg. Quercus,Quercus,Stellatae,4820,41072,"Marlene Hahn, Breane Budaitis, & Alana McKean",IL-SH-49,"Google earth to Aiken, SC.",USA,SC,Aiken,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOA; Lot#: 4",2011-018,"Bob McCartney; Aiken, SC, USA",F,33.560417,-81.719553,The Morton Arboretum (MOR),,PRJNA376740,SAMN07140814,OAK-MOR-221,OAK-MOR-221.fq.barcodeStripped.fq.gz,SRR5632517,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_margarettae|USA|SC|IL-SH-49|QUE000662
OAKMOR448,Quercus sinuata var. breviloba,Quercus sinuata breviloba,OAKMOR448,OAK-MOR-448.fq.barcodeStripped,QUE000665,FALSE,subg. Quercus,Quercus,Stellatae,4077,41072,"Marlene Hahn, Breane Budaitis, & Alana McKean",IL-SH-52,"Google earth to center of Collin Co., TX",USA,TX,Collin,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOOA; Lot#: 2",2009-191,"Collin Co., TX, USA ",F,33.185902,-96.571204,The Morton Arboretum (MOR),175344,PRJNA376740,SAMN07140855,OAK-MOR-448,OAK-MOR-448.fq.barcodeStripped.fq.gz,SRR5632596,"McVay et al., 2017. PRSB. (white oaks)","McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_sinuata_var._breviloba|USA|TX|IL-SH-52|QUE000665
OAKMOR226,Quercus buckleyi,Quercus buckleyi,OAKMOR226,OAK-MOR-226,QUE000666,FALSE,subg. Quercus,Lobatae,Rubrae,4471,41072,"Marlene Hahn, Breane Budaitis, & Alana McKean",IL-SH-53,"Nothing that looks like Walde county exists in texas,  there is some reference to a Waldo, Texas which is in McLennan County, which is within the species range for Q. buckleyi. Am using this as location?? (Waldo Rd, tx, usa)",USA,TX,Walde,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: OOOA; Lot#: 4",2011-029,"Walde Co., TX, USA",F,31.483419,-97.514466,The Morton Arboretum (MOR),178220,PRJNA376740,SAMN07140816,OAK-MOR-226,OAK-MOR-226.fq.gz,SRR5632376,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); Hipp et al., 2019 (Oaks of the World)",Quercus_buckleyi|USA|TX|IL-SH-53|QUE000666
OAKMOR632,Quercus muehlenbergii,Quercus muehlenbergii,OAKMOR632,OAK-MOR-632.fq.barcodeStripped,QUE000670,FALSE,subg. Quercus,Quercus,Prinoids,4440,41073,"Bethany Hayward Brown, Marcial Escudero",IL-SH-57,"Google earth to center of Custer county, OK.",USA,OK,Custer,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: DD; Lot#: 4",2001-047,"Custer Co., OK, USA",F,35.623899,-99.008733,The Morton Arboretum (MOR),175345,PRJNA376740,SAMN06446177,OAK-MOR-632,OAK-MOR-632.fq.barcodeStripped.fq.gz,SRR5284340,"Pham et al., 2017. Genome (plastome)","Pham et al., 2017. Genome (plastome); McVay et al., 2017. PRSB. (white oaks); Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_muehlenbergii|USA|OK|IL-SH-57|QUE000670
OAKMOR671,Quercus macrocarpa,Quercus macrocarpa,OAKMOR671,OAK-MOR-671.fq.barcodeStripped,QUE000672,FALSE,subg. Quercus,Quercus,Prinoids,4029,41073,"Bethany Hayward Brown, Marcial Escudero",IL-SH-59,"google map to ~ center of Carter county, montana",USA,MT,Carter,,"Starhill Forest Arboretum, Petersburg, IL, USA; North 39 deg 56.1' / West 89 deg 48.1' (website); Compartment #: FFF; Lot#: 16",1994-058 (based upon visualization of gps 1994-058 and 1994-043 accessions),,,45.502933,-104.4767,The Morton Arboretum (MOR),175267,PRJNA376740,SAMN07140902,OAK-MOR-671,OAK-MOR-671.fq.barcodeStripped.fq.gz,SRR5632544,"Hipp et al., 2018. New Phytol. (Oaks of the Americas)","Hipp et al., 2018. New Phytol. (Oaks of the Americas); McVay et al., 2017.  Genome (Gambels oak); Hipp et al., 2019 (Oaks of the World)",Quercus_macrocarpa|USA|MT|IL-SH-59|QUE000672
